seurat_clusters	Sample	.n	.frac
c7	NC6	162	0.0325366539465756
c8	C1	219	0.0477124183006536
c8	C2	100	0.0217864923747277
c8	C3	414	0.0901960784313725
c8	C4	193	0.0420479302832244
c8	C5	198	0.0431372549019608
c8	C6	170	0.037037037037037
c8	C7	144	0.0313725490196078
c8	C8	335	0.0729847494553377
c8	CT1	287	0.0625272331154684
c8	CT2	388	0.0845315904139434
c8	CT3	337	0.0734204793028322
c8	CT4	135	0.0294117647058824
c8	CT5	43	0.0093681917211329
c8	CT6	194	0.0422657952069717
c8	CT7	92	0.0200435729847495
c8	CT8	336	0.073202614379085
c8	NC1	529	0.115250544662309
c8	NC2	132	0.0287581699346405
c8	NC3	68	0.0148148148148148
c8	NC4	54	0.0117647058823529
c8	NC5	62	0.0135076252723312
c8	NC6	160	0.0348583877995643
c9	C1	108	0.0266469282013323
c9	C2	72	0.0177646188008882
c9	C3	106	0.0261534665679743
c9	C4	116	0.0286207747347644
c9	C5	92	0.0226992351344683
c9	C6	154	0.0379965457685665
c9	C7	36	0.00888230940044412
c9	C8	161	0.0397236614853195
c9	CT1	526	0.129780409573156
c9	CT2	219	0.0540340488527017
c9	CT3	136	0.0335553910683444
c9	CT4	158	0.0389834690352825
c9	CT5	220	0.0542807796693807
c9	CT6	250	0.0616827041697508
c9	CT7	71	0.0175178879842092
c9	CT8	362	0.0893165556377992
c9	NC1	340	0.0838884776708611
c9	NC2	192	0.0473723168023686
c9	NC3	159	0.0392301998519615
c9	NC4	71	0.0175178879842092
c9	NC5	358	0.0883296323710831
c9	NC6	146	0.0360226992351345
c10	C1	296	0.0791020844468199
c10	C2	624	0.166755745590593
c10	C3	171	0.0456974879743453
c10	C4	523	0.139764831640834
c10	C5	279	0.0745590593265633
c10	C6	165	0.0440940673436665
c10	C7	376	0.100481026189204
c10	C8	1107	0.295831106360235
c10	CT1	12	0.00320684126135756
c10	CT2	4	0.00106894708711919
c10	CT3	10	0.00267236771779797
c10	CT4	15	0.00400855157669695
c10	CT5	17	0.00454302512025655
c10	CT6	1	0.000267236771779797
c10	CT7	5	0.00133618385889898
c10	CT8	6	0.00160342063067878
c10	NC1	21	0.00561197220737574
c10	NC2	24	0.00641368252271513
c10	NC3	26	0.00694815606627472
c10	NC4	17	0.00454302512025655
c10	NC5	11	0.00293960448957777
c10	NC6	32	0.0085515766969535
c11	C1	296	0.095360824742268
c11	C2	583	0.187822164948454
c11	C3	468	0.150773195876289
c11	C4	300	0.0966494845360825
c11	C5	248	0.0798969072164948
c11	C6	208	0.0670103092783505
c11	C7	295	0.0950386597938144
c11	C8	431	0.138853092783505
c11	CT1	20	0.00644329896907216
c11	CT2	15	0.00483247422680412
c11	CT3	9	0.00289948453608247
c11	CT4	11	0.00354381443298969
c11	CT5	11	0.00354381443298969
c11	CT6	5	0.00161082474226804
c11	CT7	14	0.00451030927835052
c11	CT8	11	0.00354381443298969
c11	NC1	36	0.0115979381443299
c11	NC2	23	0.00740979381443299
c11	NC3	26	0.00837628865979381
c11	NC4	8	0.00257731958762887
c11	NC5	35	0.0112757731958763
c11	NC6	51	0.016430412371134
c12	C1	34	0.0400471142520612
c12	C2	61	0.071849234393404
c12	C3	49	0.0577149587750294
c12	C4	106	0.124852767962309
c12	C5	39	0.0459363957597173
c12	C6	51	0.0600706713780919
c12	C7	40	0.0471142520612485
c12	C8	49	0.0577149587750294
c12	CT1	26	0.0306242638398115
c12	CT2	9	0.0106007067137809
c12	CT3	16	0.0188457008244994
c12	CT4	37	0.0435806831566549
c12	CT5	16	0.0188457008244994
c12	CT6	16	0.0188457008244994
c12	CT7	29	0.0341578327444052
c12	CT8	31	0.0365135453474676
c12	NC1	57	0.0671378091872792
c12	NC2	51	0.0600706713780919
c12	NC3	12	0.0141342756183746
c12	NC4	35	0.0412249705535925
c12	NC5	47	0.055359246171967
c12	NC6	38	0.0447585394581861
c13	C1	8	0.0114285714285714
c13	C2	22	0.0314285714285714
c13	C3	5	0.00714285714285714
c13	C4	10	0.0142857142857143
c13	C5	49	0.07
c13	C6	30	0.0428571428571429
c13	C7	27	0.0385714285714286
c13	C8	4	0.00571428571428571
c13	CT1	49	0.07
c13	CT2	66	0.0942857142857143
c13	CT3	24	0.0342857142857143
c13	CT4	21	0.03
c13	CT5	3	0.00428571428571429
c13	CT6	29	0.0414285714285714
c13	CT7	5	0.00714285714285714
c13	CT8	154	0.22
c13	NC1	5	0.00714285714285714
c13	NC2	20	0.0285714285714286
c13	NC3	33	0.0471428571428571
c13	NC4	19	0.0271428571428571
c13	NC5	34	0.0485714285714286
c13	NC6	83	0.118571428571429
c14	C1	1	0.00325732899022801
c14	C3	15	0.0488599348534202
c14	C4	25	0.0814332247557003
c14	C5	6	0.0195439739413681
c14	C6	26	0.0846905537459283
c14	C7	16	0.0521172638436482
c14	CT1	10	0.0325732899022801
c14	CT2	26	0.0846905537459283
c14	CT3	10	0.0325732899022801
c14	CT4	1	0.00325732899022801
c14	CT5	16	0.0521172638436482
c14	CT6	1	0.00325732899022801
c14	CT7	18	0.0586319218241042
c14	CT8	17	0.0553745928338762
c14	NC1	11	0.0358306188925081
c14	NC2	22	0.0716612377850163
c14	NC3	43	0.140065146579805
c14	NC4	8	0.0260586319218241
c14	NC5	18	0.0586319218241042
c14	NC6	17	0.0553745928338762
c15	C1	16	0.0723981900452489
c15	C2	19	0.085972850678733
c15	C3	22	0.0995475113122172
c15	C4	11	0.0497737556561086
c15	C5	33	0.149321266968326
c15	C6	8	0.0361990950226244
c15	C7	2	0.00904977375565611
c15	C8	37	0.167420814479638
c15	CT1	13	0.0588235294117647
c15	CT2	9	0.0407239819004525
c15	CT3	2	0.00904977375565611
c15	CT4	4	0.0180995475113122
c15	CT5	10	0.0452488687782805
c15	CT6	3	0.0135746606334842
c15	CT7	1	0.00452488687782805
c15	CT8	3	0.0135746606334842
c15	NC1	2	0.00904977375565611
c15	NC2	4	0.0180995475113122
c15	NC3	6	0.0271493212669683
c15	NC4	3	0.0135746606334842
c15	NC5	8	0.0361990950226244
c15	NC6	5	0.0226244343891403
