seurat_clusters	Sample	.n	.frac
c1	C1	173	0.0119384445517908
c1	C2	82	0.0056586847008488
c1	C3	301	0.0207715133531157
c1	C4	458	0.0316058243047409
c1	C5	186	0.0128355531019253
c1	C6	677	0.0467186529570078
c1	C7	826	0.0570008971085501
c1	C8	285	0.0196673797529501
c1	CT1	505	0.0348492167552274
c1	CT2	670	0.0462355945069353
c1	CT3	1131	0.0780484438617073
c1	CT4	535	0.0369194672555379
c1	CT5	408	0.0281554068042233
c1	CT6	1491	0.102891449865434
c1	CT7	685	0.0472707197570906
c1	CT8	586	0.0404388931060658
c1	NC1	799	0.0551376716582707
c1	NC2	879	0.0606583396590988
c1	NC3	735	0.0507211372576082
c1	NC4	1284	0.088606721413291
c1	NC5	873	0.0602442895590366
c1	NC6	922	0.0636256987095438
c2	C1	82	0.00917636526410027
c2	C2	75	0.00839301700984781
c2	C3	214	0.0239480752014324
c2	C4	135	0.0151074306177261
c2	C5	134	0.0149955237242614
c2	C6	425	0.0475604297224709
c2	C7	379	0.0424127126230976
c2	C8	44	0.00492390331244405
c2	CT1	400	0.044762757385855
c2	CT2	303	0.0339077887197851
c2	CT3	640	0.0716204118173679
c2	CT4	440	0.0492390331244405
c2	CT5	404	0.0452103849597135
c2	CT6	751	0.0840420769919427
c2	CT7	777	0.0869516562220233
c2	CT8	473	0.0529319606087735
c2	NC1	162	0.0181289167412713
c2	NC2	368	0.0411817367949866
c2	NC3	308	0.0344673231871083
c2	NC4	924	0.103401969561325
c2	NC5	768	0.0859444941808415
c2	NC6	730	0.0816920322291853
c3	C1	1383	0.210726801767484
c3	C2	1393	0.212250495200366
c3	C3	1196	0.182233734572604
c3	C4	89	0.0135608715526436
c3	C5	1900	0.289501752247448
c3	C6	46	0.007008989791254
c3	C7	167	0.0254456803291178
c3	C8	302	0.0460155416730154
c3	CT1	10	0.0015236934328813
c3	CT3	1	0.00015236934328813
c3	CT4	27	0.00411397226877952
c3	NC1	7	0.00106658540301691
c3	NC2	2	0.000304738686576261
c3	NC3	1	0.00015236934328813
c3	NC4	5	0.000761846716440652
c3	NC5	12	0.00182843211945757
c3	NC6	22	0.00335212555233887
c4	C1	202	0.0308255760720281
c4	C2	82	0.0125133526629025
c4	C3	346	0.0528002441629788
c4	C4	310	0.0473065771402411
c4	C5	58	0.00885090798107737
c4	C6	88	0.0134289638333588
c4	C7	111	0.0169388066534412
c4	C8	14	0.00213642606439799
c4	CT1	843	0.128643369449107
c4	CT2	220	0.0335724095833969
c4	CT3	149	0.0227376773996643
c4	CT4	221	0.0337250114451396
c4	CT5	514	0.0784373569357546
c4	CT6	346	0.0528002441629788
c4	CT7	729	0.111246757210438
c4	CT8	209	0.0318937891042271
c4	NC1	183	0.0279261406989165
c4	NC2	422	0.064397985655425
c4	NC3	368	0.0561574851213185
c4	NC4	196	0.0299099649015718
c4	NC5	211	0.0321989928277125
c4	NC6	731	0.111551960933923
c5	C1	127	0.023948708278333
c5	C2	271	0.0511031491608523
c5	C3	275	0.0518574391853668
c5	C4	286	0.0539317367527814
c5	C5	252	0.0475202715444088
c5	C6	485	0.0914576654723741
c5	C7	273	0.0514802941731096
c5	C8	184	0.0346973411276636
c5	CT1	184	0.0346973411276636
c5	CT2	104	0.0196115406373751
c5	CT3	420	0.0792004525740147
c5	CT4	340	0.0641146520837262
c5	CT5	222	0.0418630963605506
c5	CT6	149	0.0280973034131624
c5	CT7	307	0.0578917593814822
c5	CT8	128	0.0241372807844616
c5	NC1	99	0.018668678106732
c5	NC2	400	0.0754290024514426
c5	NC3	112	0.0211201206864039
c5	NC4	274	0.0516688666792382
c5	NC5	204	0.0384687912502357
c5	NC6	207	0.0390345087686215
c6	C1	49	0.00981963927855711
c6	C2	64	0.0128256513026052
c6	C3	190	0.0380761523046092
c6	C4	197	0.0394789579158317
c6	C5	68	0.013627254509018
c6	C6	169	0.0338677354709419
c6	C7	319	0.0639278557114228
c6	C8	105	0.0210420841683367
c6	CT1	371	0.0743486973947896
c6	CT2	198	0.0396793587174349
c6	CT3	362	0.0725450901803607
c6	CT4	117	0.0234468937875752
c6	CT5	141	0.0282565130260521
c6	CT6	320	0.064128256513026
c6	CT7	151	0.0302605210420842
c6	CT8	279	0.0559118236472946
c6	NC1	261	0.0523046092184369
c6	NC2	523	0.104809619238477
c6	NC3	263	0.0527054108216433
c6	NC4	191	0.0382765531062124
c6	NC5	264	0.0529058116232465
c6	NC6	388	0.0777555110220441
c7	C1	165	0.0331391845752159
c7	C2	402	0.0807391042377988
c7	C3	233	0.0467965454910625
c7	C4	365	0.0733078931512352
c7	C5	327	0.0656758385217915
c7	C6	159	0.0319341233179353
c7	C7	400	0.0803374171520386
c7	C8	334	0.0670817433219522
c7	CT1	241	0.0484032938341032
c7	CT2	253	0.0508134163486644
c7	CT3	160	0.0321349668608154
c7	CT4	284	0.0570395661779474
c7	CT5	223	0.0447881100622615
c7	CT6	126	0.0253062864028921
c7	CT7	119	0.0239003816027315
c7	CT8	187	0.037557742518578
c7	NC1	247	0.0496083550913838
c7	NC2	144	0.0289214701747339
c7	NC3	172	0.0345450893753766
c7	NC4	109	0.0218919461739305
c7	NC5	167	0.0335408716609761
