Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Antigen processing and presentation	36/78	1.04019777561929e-20	3.01657354929594e-18	11.0591167381119	508.855297512104	CD74;HSP90AA1;KLRC4;TAP2;TAP1;TAPBP;RFX5;IFNG;HLA-DQB1;HLA-DRA;HSPA1A;KLRD1;CALR;HSPA1B;CTSS;B2M;CIITA;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-C;CD8B2;HLA-A;HLA-B;HLA-G;HLA-E;HLA-F;CD8B;CD8A;PSME2;HLA-DPB1;PSME1;HLA-DRB1;HLA-DMB;HLA-DPA1;HLA-DMA	1	KEGG_2021_Human
Epstein-Barr virus infection	56/202	1.17209780491203e-18	1.69954181712245e-16	4.9906446014988	206.052419446152	ENTPD1;RUNX3;PSMC4;BAX;PSMD8;PSMD4;E2F3;B2M;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-G;HLA-E;HLA-F;HLA-DRB1;RBPJ;TBK1;PLCG2;TYK2;NCOR2;HLA-DQB1;CALR;CD3G;CD3E;CD3D;HLA-DQA1;STAT1;HLA-DPB1;CDKN1B;HLA-DMB;HLA-DPA1;JAK3;HLA-DMA;JAK1;TAP2;TAP1;BCL2L11;CCND3;CIR1;HLA-DOA;DDX58;ISG15;SEM1;TAPBP;NFKBIB;IRF3;HLA-DRA;IRF7;TNFAIP3;PIK3R3;CASP3;ADRM1;PIK3CD;ITGAL;BAK1	2	KEGG_2021_Human
Th17 cell differentiation	38/107	4.79513388291419e-17	4.63529608681705e-15	7.10515601737915	266.985793443937	TGFB1;IL21R;IL2RG;TBX21;IL12RB1;HLA-DOA;HLA-DRB5;HLA-DRB1;GATA3;RORA;PLCG1;HSP90AA1;NFATC3;NFATC2;TYK2;TGFBR2;NFKBIB;IRF4;IFNG;HLA-DQB1;HLA-DRA;LAT;CD3G;CD3E;CD3D;PPP3CC;HLA-DQA1;STAT1;LCK;ZAP70;IL2RB;HLA-DPB1;HLA-DMB;HLA-DPA1;MAPK1;JAK3;HLA-DMA;JAK1	3	KEGG_2021_Human
Th1 and Th2 cell differentiation	34/92	5.2492257201705e-16	3.80568864712361e-14	7.54634146341463	265.505051505197	NFATC3;NFATC2;TYK2;RUNX3;NFKBIB;IFNG;HLA-DQB1;HLA-DRA;LAT;CD3G;IL2RG;CD3E;CD3D;PPP3CC;TBX21;IL12RB1;HLA-DOA;HLA-DQA1;HLA-DRB5;STAT1;LCK;ZAP70;IL2RB;HLA-DPB1;HLA-DRB1;GATA3;RBPJ;HLA-DMB;HLA-DPA1;MAPK1;PLCG1;JAK3;HLA-DMA;JAK1	4	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	40/131	2.80469116782127e-15	1.62672087733633e-13	5.67214451049301	190.059285546727	KLRD1;PTPN6;SH3BP2;MAP2K2;SH2D1A;HLA-C;HLA-A;PRKCB;HLA-B;HLA-G;HLA-E;PRF1;FASLG;KLRK1;PLCG1;PLCG2;TNFSF10;NFATC2;VAV1;IFNG;HCST;LCP2;CD244;LAT;PIK3R3;KLRC4-KLRK1;FCGR3A;PPP3CC;CASP3;GZMB;LCK;ZAP70;KRAS;ITGB2;PIK3CD;ITGAL;PTK2B;MAPK1;FYN;RAC2	5	KEGG_2021_Human
Yersinia infection	40/137	1.51096788532517e-14	7.30301144573832e-13	5.31955877154379	169.286664035465	ROCK1;ARPC5L;ACTB;PYCARD;FYB1;MAP2K2;CD8B2;ARPC3;ARPC4;CD8B;CD8A;ARPC2;ACTG1;TBK1;PLCG1;ACTR3;RHOA;ACTR2;ITGA4;NFATC3;NFATC2;VAV1;IRF3;LCP2;LAT;ARHGEF1;ARPC1B;PIK3R3;LCK;ZAP70;PKN1;ARF6;WIPF1;WAS;PIK3CD;RPS6KA1;PTK2B;MAPK1;RAC2;GIT2	6	KEGG_2021_Human
Human immunodeficiency virus 1 infection	51/212	2.27303720033258e-14	9.41686840137782e-13	4.10371531945089	128.918522040027	BAD;BAX;CALM3;RNF7;GNG2;B2M;APOBEC3D;APOBEC3F;APOBEC3G;APOBEC3H;HLA-C;HLA-A;PRKCB;HLA-B;HLA-G;HLA-E;HLA-F;APOBEC3C;TBK1;PLCG1;PLCG2;NFATC3;NFATC2;BST2;CALR;CD3G;CD3E;CD3D;GNGT2;PPP3CC;CCR5;GNAI2;ELOB;RAC2;TAP2;TAP1;CFL1;MAP2K2;GNB2;FASLG;TAPBP;TNFRSF1A;TNFRSF1B;IRF3;PIK3R3;CASP3;KRAS;PIK3CD;PTK2B;BAK1;MAPK1	7	KEGG_2021_Human
T cell receptor signaling pathway	34/104	3.58298425777807e-14	1.29883179344455e-12	6.24862120457939	193.457282857757	PDCD1;PTPN6;CBLB;GRAP2;CARD11;MAP2K2;CD8B2;CD8B;CD8A;RASGRP1;PLCG1;RHOA;NFATC3;NFATC2;VAV1;NFKBIB;PTPRC;IFNG;LCP2;ITK;LAT;PIK3R3;CD3G;CD3E;CD3D;PPP3CC;CTLA4;LCK;ZAP70;KRAS;PIK3CD;MAPK1;FYN;NCK1	8	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	51/219	9.0222482423228e-14	2.90716887808179e-12	3.93122859157767	118.080338738142	BAX;TLN1;IL2RG;E2F3;B2M;EGR2;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-G;HLA-E;HLA-F;HLA-DRB1;NFATC3;NFATC2;HLA-DQB1;CALR;CD3G;CD3E;CD3D;PPP3CC;HLA-DQA1;CDKN2A;HLA-DPB1;HLA-DMB;EP300;HLA-DPA1;JAK3;HLA-DMA;JAK1;TGFB1;CCND3;PTTG1;HLA-DOA;MAP2K2;MAD1L1;ETS1;TGFBR2;TNFRSF1A;HLA-DRA;PIK3R3;LCK;IL2RB;KRAS;SLC25A6;ITGB2;PIK3CD;ITGAL;MAPK1;BUB3	9	KEGG_2021_Human
Viral myocarditis	25/60	1.54408766544142e-13	3.84531630905196e-12	9.14918876137713	269.89350190582	HLA-DQB1;HLA-DRA;ACTB;CASP3;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-G;HLA-E;HLA-F;HLA-DPB1;EIF4G3;HLA-DRB1;ITGB2;ACTG1;PRF1;ITGAL;HLA-DMB;HLA-DPA1;FYN;RAC2;HLA-DMA	10	KEGG_2021_Human
