Sample	passed	failed	total
C1	33538	0	33538
C2	33538	0	33538
C3	33538	0	33538
C4	33538	0	33538
C5	33538	0	33538
C6	33538	0	33538
CT1	33538	0	33538
CT2	33538	0	33538
CT3	33538	0	33538
CT4	33538	0	33538
CT6	33538	0	33538
NC1	33538	0	33538
NC2	33538	0	33538
NC3	33538	0	33538
NC4	33538	0	33538
NC6	33538	0	33538
Final_Features	33538	0	33538
