seurat_clusters	Sample	.n	.frac
c1	C1	165	0.0521162349968414
c1	C2	84	0.0217729393468118
c1	C3	255	0.0633068520357497
c1	C4	446	0.142174051641696
c1	C5	180	0.0457317073170732
c1	C6	704	0.242926155969634
c1	CT1	480	0.136054421768707
c1	CT2	660	0.259433962264151
c1	CT3	1121	0.327490505404616
c1	CT4	512	0.215760640539402
c1	CT6	1483	0.399730458221024
c1	NC1	778	0.280259365994236
c1	NC2	860	0.265104808877928
c1	NC3	720	0.301255230125523
c1	NC4	1279	0.391610532761788
c1	NC6	904	0.240809802876931
c2	C1	74	0.0233733417561592
c2	C2	71	0.0184033177812338
c2	C3	212	0.0526315789473684
c2	C4	126	0.0401657634682818
c2	C5	132	0.0335365853658537
c2	C6	325	0.112146307798482
c2	CT1	403	0.114229024943311
c2	CT2	300	0.117924528301887
c2	CT3	641	0.187262635115396
c2	CT4	448	0.188790560471976
c2	CT6	758	0.204312668463612
c2	NC1	162	0.05835734870317
c2	NC2	393	0.1211467324291
c2	NC3	321	0.134309623430962
c2	NC4	910	0.278628291488059
c2	NC6	723	0.192594565796484
c3	C1	1335	0.421667719519899
c3	C2	1338	0.346811819595645
c3	C3	109	0.0270605759682224
c3	C4	72	0.0229518648390182
c3	C5	1849	0.469766260162602
c3	C6	35	0.0120772946859903
c3	CT1	7	0.00198412698412698
c3	CT3	3	0.000876424189307625
c3	CT4	32	0.0134850400337126
c3	NC1	5	0.00180115273775216
c3	NC2	3	0.00092478421701603
c3	NC4	3	0.000918554807103491
c3	NC6	24	0.00639318060735216
c4	C1	201	0.0634870499052432
c4	C2	76	0.0196993260756869
c4	C3	343	0.0851539225422046
c4	C4	313	0.0997768568696207
c4	C5	48	0.0121951219512195
c4	C6	86	0.0296756383712905
c4	CT1	835	0.236678004535147
c4	CT2	220	0.0864779874213836
c4	CT3	143	0.0417762196903301
c4	CT4	209	0.0880741677201854
c4	CT6	339	0.0913746630727763
c4	NC1	178	0.0641210374639769
c4	NC2	379	0.116831072749692
c4	NC3	357	0.149372384937239
c4	NC4	196	0.060012247397428
c4	NC6	729	0.194192860948322
c5	C1	141	0.0445356917245736
c5	C2	280	0.0725764644893727
c5	C3	292	0.0724925521350546
c5	C4	303	0.0965890978642015
c5	C5	261	0.0663109756097561
c5	C6	580	0.200138026224983
c5	CT1	194	0.0549886621315193
c5	CT2	106	0.0416666666666667
c5	CT3	424	0.123867952088811
