Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Natural killer cell mediated cytotoxicity	45/131	2.33150125548116e-07	7.32091394221085e-05	2.74919296396337	41.9845292887764	KLRC3;TYROBP;KLRD1;PTPN6;SH3BP2;MAP2K2;SH2D1B;PRKCA;PIK3R1;IFNAR2;PRF1;FASLG;ICAM1;KLRK1;KLRC1;KLRC2;PLCG2;PTPN11;VAV2;VAV3;NCR2;NCR3;NCR1;HCST;LCP2;CD247;SOS2;CD244;SOS1;KIR2DL1;PIK3R3;KIR2DL3;KLRC4-KLRK1;PPP3CA;CASP3;FCER1G;GZMB;KIR3DL1;KIR3DL2;KIR3DL3;LCK;PIK3CD;PTK2B;MAPK1;FYN	1	KEGG_2021_Human
Insulin resistance	37/108	2.86569571649296e-06	0.000449914227489395	2.73358392110907	34.8879098815288	PTPN1;PRKAB1;PPP1CA;PPP1CB;PPP1R3D;PPP1R3E;RELA;SLC27A1;PPP1R3B;PRKAA1;PTPA;CREB3L4;AKT1;PPARGC1B;PRKCE;CREB3;PRKCZ;PIK3R1;SLC27A3;IRS1;IRS2;SLC2A1;GFPT2;PTPN11;TNFRSF1A;PIK3R3;PPARA;STAT3;NR1H2;TRIB3;PYGB;PRKAG2;PIK3CD;PRKAG1;RPS6KA1;RPS6KA3;MLXIP	2	KEGG_2021_Human
Herpes simplex virus 1 infection	118/498	5.92962216048354e-06	0.000620633786130611	1.64046730873576	19.7439264219848	ZNF283;ZNF160;BAX;AKT1;DAXX;ZNF141;ZNF383;ZNF10;ZNF12;ZNF14;ZNF254;ZNF250;ZNF490;ZNF25;TBK1;ZNF20;ZNF124;ZNF484;ZNF480;ZNF34;ZNF235;ZNF234;ZNF595;ZNF230;ZNF43;ZNF226;ZNF468;ZNF224;ZNF222;ZNF100;ZNF461;ZNF578;ZNF331;ZNF571;ZNF568;ZNF567;ZNF324;JAK1;ZNF564;ZNF441;ZNF680;PPP1CA;PPP1CB;SRSF5;ZNF558;ZFP28;SRSF8;ZNF555;ZNF554;ZNF432;ZNF431;ZNF552;ZNF791;ZNF790;SRSF2;ZFP30;ZNF549;ZNF669;ZNF665;ZNF786;ZNF420;ZNF540;RHEB;TRAF5;BCL2L1;BIRC2;IFNAR2;ZNF773;EIF4EBP1;FASLG;ZNF528;ZNF768;ZNF766;EIF2B1;PTPN11;TNFRSF1A;BCL2;ZNF630;ZNF506;ZNF627;ZNF623;ZFP90;ZNF619;ZNF737;ZNF736;ZNF853;SRC;PIK3CD;ZNF606;CCL5;ZNF600;ZNF721;ZNF718;ZNF701;ZNF700;TNFSF14;PIK3R1;ZNF816;ZNF808;CALR;ZNF585A;ZNF585B;ZNF354A;ZFP14;RELA;ZNF3;ZNF81;ZNF83;ZNF84;PDIA3;ZNF91;IRAK4;PILRB;ZNF195;PIK3R3;CASP9;CASP3;ZNF184	3	KEGG_2021_Human
Longevity regulating pathway	34/102	1.39411471411649e-05	0.00100154849675423	2.62076537013802	29.301901913253	PRKAB1;BAX;RELA;ADCY3;ADCY9;FOXO3;PRKAA1;ADCY7;CREB3L4;AKT1;CREB3;PIK3R1;RHEB;IRS1;IRS2;EIF4EBP1;EIF4EBP2;PRKACB;ATG5;HSPA6;CAMK4;PIK3R3;ADIPOR2;ATG101;EIF4E;CAT;HDAC2;EHMT1;PRKAG2;EHMT2;PIK3CD;PRKAG1;CAMKK2;APPL1	4	KEGG_2021_Human
Platelet activation	39/124	1.59482244706088e-05	0.00100154849675423	2.40626489992793	26.5799944342456	PPP1CA;PPP1CB;MAPK11;MAPK12;TLN1;ROCK1;ROCK2;ADCY3;ADCY9;ADCY7;MYL12B;AKT1;ARHGEF12;VASP;PRKCZ;VAMP8;PIK3R1;GNAQ;GNAS;PLCG2;PRKACB;LYN;PPP1R12A;APBB1IP;LCP2;SNAP23;ITPR2;PIK3R3;PIK3R6;P2RY1;FCER1G;PLCB3;ITGB1;SRC;PIK3CD;GNAI2;PIK3CG;MAPK1;FYN	5	KEGG_2021_Human
Yersinia infection	41/137	3.63653428386961e-05	0.00190311960855843	2.23973724195746	22.8943574740369	MAPK11;MAPK12;ELMO2;SKAP2;RELA;ROCK1;ROCK2;AKT1;ARHGEF12;MAP2K4;MAP2K2;PIK3R1;ARPC2;GNAQ;ACTR3B;TBK1;PIP5K1C;MAP2K6;MAP2K7;ACTR3;ACTR2;LIMK1;IRAK4;BAIAP2;VAV2;VAV3;LCP2;ARHGEF7;PIK3R3;CDC42;LCK;ARF6;ITGB1;SRC;WIPF1;PIK3CD;WASL;RPS6KA1;RPS6KA3;PTK2B;MAPK1	6	KEGG_2021_Human
Endocytosis	65/252	5.1765971091159e-05	0.00232207356037485	1.82671052698443	18.0273998451048	VPS28;CBLB;RAB11FIP1;MVB12B;RAB11FIP4;IQSEC3;STAM;VPS37B;PRKCZ;BIN1;VPS26B;ACTR3B;VPS26A;PIP5K1C;CLTC;EPS15;ITCH;RAB11B;ARF6;WASL;AP2A1;EEA1;RAB8A;USP8;SH3GLB1;IST1;ACAP2;RAB35;CAPZA1;CHMP4A;KIF5B;IGF2R;PDCD6IP;HGS;ARPC2;CHMP2B;CHMP6;MDM2;SH3GL1;AP2M1;ACTR3;ACTR2;ARFGEF1;HSPA6;SMURF2;ARAP3;TGFBR1;DNM2;EPN2;AGAP3;AGAP2;GRK2;GRK4;GRK6;GRK5;CDC42;IL2RB;VPS45;SRC;WIPF1;CBL;CYTH4;ARRB1;PSD4;VPS36	7	KEGG_2021_Human
Sphingolipid signaling pathway	36/119	8.25423074841984e-05	0.00288360489565556	2.27282009393506	21.369508128247	MAPK11;MAPK12;BAX;DEGS1;RELA;ROCK1;ROCK2;SGMS1;ASAH1;AKT1;S1PR3;CERS4;MAP2K2;PRKCE;PRKCA;PRKCZ;PIK3R1;GNAQ;SPHK1;PPP2R5B;PPP2R5E;TNFRSF1A;BCL2;ABCC1;PIK3R3;FCER1G;CTSD;PPP2CA;PLCB3;PIK3CD;GNAI2;SPTLC1;SPTLC2;SMPD2;MAPK1;FYN	8	KEGG_2021_Human
Insulin signaling pathway	40/137	8.26510957353506e-05	0.00288360489565556	2.16177337730922	20.3225774603681	PTPN1;PRKAB1;PPP1CA;PPP1CB;PPP1R3D;PPP1R3E;PPP1R3B;CBLB;INPPL1;PRKAA1;AKT1;MAP2K2;PRKCZ;PIK3R1;RHEB;PRKAR1A;IRS1;IRS2;EIF4EBP1;PRKAR2B;PRKAR2A;FLOT1;PRKACB;RHOQ;PDE3B;FBP1;SOS2;SOS1;PIK3R3;HK1;SOCS1;EIF4E;TRIP10;PYGB;PRKAG2;PIK3CD;PRKAG1;CBL;PHKG2;MAPK1	9	KEGG_2021_Human
Salmonella infection	63/249	0.000121886480220169	0.00363113470179665	1.77900315534724	16.033124393679	DYNC2H1;MAPK11;MAPK12;BAX;CYFIP2;RALA;SNX33;MYL12B;AKT1;VPS16;VPS18;GCC2;ACTR3B;RHOB;MYO6;RRAS;RIPK2;SNX9;DYNLL1;TUBB4A;SNX18;ARF6;DYNC1H1;FHOD1;CTNNB1;WASL;ELMO2;RELA;ROCK2;HSP90B1;KIF5B;KPNA3;KPNA4;KPNA1;MAP2K4;MAP2K2;TIRAP;ARPC2;DYNLRB1;BIRC2;FBXO22;MAP2K6;MAP2K7;ACTR3;ACTR2;IRAK4;DNM2;TNFRSF1A;BCL2;KLC2;DYNC2LI1;CASP3;CDC42;VPS41;DYNLT1;GAPDH;DCTN6;DCTN4;PIK3CD;PIK3CG;CYTH4;MAPK1;VPS39	10	KEGG_2021_Human
