Sample	V1
C1	0.242627473363775
C3	0.324094364910265
C4	0.218649747956351
C5	0.348001393214641
C6	0.220923713773697
C7	0.16628953663744
C8	0.114423921667708
CT1	0.204447167199873
CT2	0.185578069237224
CT3	0.254231859826704
CT4	0.225026341808621
CT5	0.260644276047027
CT6	0.393145945073561
CT7	0.429560343954591
CT8	0.234601735031222
NC1	0.0652843919434309
NC2	0.265714508909391
NC3	0.306971628682483
NC4	0.372849292950337
NC5	0.302172353270516
NC6	0.263491374697783
